timestamp,protocol,src_ip,src_port,dst_ip,dst_port,packet_size
src_ip,src_port,dst_ip,dst_port,packet_size,dns_latency_ms
2025-12-30 16:16:05,TCP,HTTPS,Encrypted,104.20.41.79,443,192.168.31.51,61623,82,
2025-12-30 16:16:05,TCP,HTTPS,Encrypted,192.168.31.51,61623,104.20.41.79,443,54,
2025-12-30 16:16:05,OTHER,Other,Unencrypted,192.168.31.1,-,224.0.0.1,-,50,
2025-12-30 16:16:05,OTHER,Other,Unencrypted,192.168.31.51,-,224.0.0.22,-,62,
2025-12-30 16:16:06,OTHER,Other,Unencrypted,192.168.31.107,-,224.0.0.22,-,54,
2025-12-30 16:16:06,OTHER,Other,Unencrypted,192.168.31.51,-,224.0.0.22,-,54,
2025-12-30 16:16:07,OTHER,Other,Unencrypted,192.168.31.107,-,224.0.0.22,-,54,
2025-12-30 16:16:07,OTHER,Other,Unencrypted,192.168.31.101,-,224.0.0.22,-,54,
2025-12-30 16:16:07,TCP,HTTPS,Encrypted,192.168.31.51,63961,140.82.112.26,443,55,
2025-12-30 16:16:08,TCP,HTTPS,Encrypted,140.82.112.26,443,192.168.31.51,63961,66,
2025-12-30 16:16:08,TCP,HTTPS,Encrypted,192.168.31.51,61714,34.139.124.58,443,66,
2025-12-30 16:16:08,TCP,HTTPS,Encrypted,192.168.31.51,61715,34.139.124.58,443,66,
2025-12-30 16:16:08,TCP,HTTPS,Encrypted,34.139.124.58,443,192.168.31.51,61714,66,
2025-12-30 16:16:08,TCP,HTTPS,Encrypted,192.168.31.51,61714,34.139.124.58,443,54,
2025-12-30 16:16:08,TCP,HTTPS,Encrypted,192.168.31.51,61714,34.139.124.58,443,1336,
2025-12-30 16:16:08,TCP,HTTPS,Encrypted,192.168.31.51,61714,34.139.124.58,443,535,
2025-12-30 16:16:08,TCP,HTTPS,Encrypted,192.168.31.51,61716,34.139.124.58,443,66,
2025-12-30 16:16:08,TCP,HTTPS,Encrypted,34.139.124.58,443,192.168.31.51,61715,66,
2025-12-30 16:16:08,TCP,HTTPS,Encrypted,192.168.31.51,61715,34.139.124.58,443,54,
2025-12-30 16:16:08,TCP,HTTPS,Encrypted,34.139.124.58,443,192.168.31.51,61714,54,
2025-12-30 16:16:08,TCP,HTTPS,Encrypted,192.168.31.51,61715,34.139.124.58,443,1336,
2025-12-30 16:16:08,TCP,HTTPS,Encrypted,192.168.31.51,61715,34.139.124.58,443,599,
2025-12-30 16:16:08,TCP,HTTPS,Encrypted,34.139.124.58,443,192.168.31.51,61714,54,
2025-12-30 16:16:08,TCP,HTTPS,Encrypted,34.139.124.58,443,192.168.31.51,61716,66,
2025-12-30 16:16:08,TCP,HTTPS,Encrypted,192.168.31.51,61716,34.139.124.58,443,54,
